"sample_PlateID","BLUD_or_SPBL","Plate","Antibiotic","Rep","WELL","Volume","Dilution","BACTERIA","NA","Sex","Row","Col","Age","Time_post_injection","Well_with_sample","sample_ID_new"
"F3_Plate35","BLUD","35","None",1,"F3","5.0","25.0","41","0","Male","F",3,"Old",7,"Yes","F3_Time_post_injection_7"
"F4_Plate35","BLUD","35","None",1,"F4","5.0","25.0","18","0","Male","F",4,"Old",7,"Yes","F4_Time_post_injection_7"
"F5_Plate35","BLUD","35","None",1,"F5","5.0","25.0","48","0","Male","F",5,"Young",8,"Yes","F5_Time_post_injection_8"
"F6_Plate35","BLUD","35","None",1,"F6","5.0","25.0","Inf","0","Male","F",6,"Young",8,"Yes","F6_Time_post_injection_8"
"F7_Plate35","BLUD","35","None",1,"F7","5.0","25.0","33","0","Male","F",7,"Old",8,"Yes","F7_Time_post_injection_8"
"F8_Plate35","BLUD","35","None",1,"F8","5.0","25.0","0","0","Male","F",8,"Old",8,"No","F8_Time_post_injection_8"
"F9_Plate35","BLUD","35","None",1,"F9","5.0","25.0","0","0","Male","F",9,"Young",NA,"No","F9_Time_post_injection_NA"
"F10_Plate35","BLUD","35","None",1,"F10","5.0","25.0","0","0","Male","F",10,"Young",NA,"No","F10_Time_post_injection_NA"
"F11_Plate35","BLUD","35","None",1,"F11","5.0","25.0","0","0","Male","F",11,"Old",NA,"No","F11_Time_post_injection_NA"
"F12_Plate35","BLUD","35","None",1,"F12","5.0","25.0","0","0","Male","F",12,"Old",NA,"No","F12_Time_post_injection_NA"
"G1_Plate35","BLUD","35","None",1,"G1","5.0","25.0","11","0","Male","G",1,"Young",7,"Yes","G1_Time_post_injection_7"
"G2_Plate35","BLUD","35","None",1,"G2","5.0","25.0","0","1","Male","G",2,"Young",7,"Yes","G2_Time_post_injection_7"
"G3_Plate35","BLUD","35","None",1,"G3","5.0","25.0","16","0","Male","G",3,"Old",7,"Yes","G3_Time_post_injection_7"
"G4_Plate35","BLUD","35","None",1,"G4","5.0","25.0","26","0","Male","G",4,"Old",7,"Yes","G4_Time_post_injection_7"
"G5_Plate35","BLUD","35","None",1,"G5","5.0","25.0","17","0","Male","G",5,"Young",8,"Yes","G5_Time_post_injection_8"
"G6_Plate35","BLUD","35","None",1,"G6","5.0","25.0","21","0","Male","G",6,"Young",8,"Yes","G6_Time_post_injection_8"
"G7_Plate35","BLUD","35","None",1,"G7","5.0","25.0","22","0","Male","G",7,"Old",8,"Yes","G7_Time_post_injection_8"
"G8_Plate35","BLUD","35","None",1,"G8","5.0","25.0","0","0","Male","G",8,"Old",8,"No","G8_Time_post_injection_8"
"G9_Plate35","BLUD","35","None",1,"G9","5.0","25.0","0","0","Male","G",9,"Young",NA,"No","G9_Time_post_injection_NA"
"G10_Plate35","BLUD","35","None",1,"G10","5.0","25.0","0","0","Male","G",10,"Young",NA,"No","G10_Time_post_injection_NA"
"G11_Plate35","BLUD","35","None",1,"G11","5.0","25.0","0","0","Male","G",11,"Old",NA,"No","G11_Time_post_injection_NA"
"G12_Plate35","BLUD","35","None",1,"G12","5.0","25.0","0","0","Male","G",12,"Old",NA,"No","G12_Time_post_injection_NA"
"H1_Plate35","BLUD","35","None",1,"H1","5.0","25.0","22","0","Male","H",1,"Young",7,"Yes","H1_Time_post_injection_7"
"H2_Plate35","BLUD","35","None",1,"H2","5.0","25.0","20","0","Male","H",2,"Young",7,"Yes","H2_Time_post_injection_7"
"H3_Plate35","BLUD","35","None",1,"H3","5.0","25.0","17","0","Male","H",3,"Old",7,"Yes","H3_Time_post_injection_7"
"H4_Plate35","BLUD","35","None",1,"H4","5.0","25.0","19","0","Male","H",4,"Old",7,"Yes","H4_Time_post_injection_7"
"H5_Plate35","BLUD","35","None",1,"H5","5.0","25.0","21","0","Male","H",5,"Young",8,"Yes","H5_Time_post_injection_8"
"H6_Plate35","BLUD","35","None",1,"H6","5.0","25.0","28","0","Male","H",6,"Young",8,"Yes","H6_Time_post_injection_8"
"H7_Plate35","BLUD","35","None",1,"H7","5.0","25.0","25","0","Male","H",7,"Old",8,"Yes","H7_Time_post_injection_8"
"H8_Plate35","BLUD","35","None",1,"H8","5.0","25.0","0","0","Male","H",8,"Old",8,"No","H8_Time_post_injection_8"
"H9_Plate35","BLUD","35","None",1,"H9","5.0","25.0","0","0","Male","H",9,"Young",NA,"No","H9_Time_post_injection_NA"
"H10_Plate35","BLUD","35","None",1,"H10","5.0","25.0","0","0","Male","H",10,"Young",NA,"No","H10_Time_post_injection_NA"
"H11_Plate35","BLUD","35","None",1,"H11","5.0","25.0","0","0","Male","H",11,"Old",NA,"No","H11_Time_post_injection_NA"
"H12_Plate35","BLUD","35","None",1,"H12","5.0","25.0","0","0","Male","H",12,"Old",NA,"No","H12_Time_post_injection_NA"
"A1_Plate36","BLUD","36","None",2,"A1","5.0","25.0","0","1","Female","A",1,"Young",7,"Yes","A1_Time_post_injection_7"
"A2_Plate36","BLUD","36","None",2,"A2","5.0","25.0","10","0","Female","A",2,"Young",7,"Yes","A2_Time_post_injection_7"
"A3_Plate36","BLUD","36","None",2,"A3","5.0","25.0","11","0","Female","A",3,"Old",7,"Yes","A3_Time_post_injection_7"
"A4_Plate36","BLUD","36","None",2,"A4","5.0","25.0","16","0","Female","A",4,"Old",7,"Yes","A4_Time_post_injection_7"
"A5_Plate36","BLUD","36","None",2,"A5","5.0","25.0","12","0","Female","A",5,"Young",8,"Yes","A5_Time_post_injection_8"
"A6_Plate36","BLUD","36","None",2,"A6","5.0","25.0","20","0","Female","A",6,"Young",8,"Yes","A6_Time_post_injection_8"
"A7_Plate36","BLUD","36","None",2,"A7","5.0","25.0","18","0","Female","A",7,"Old",8,"Yes","A7_Time_post_injection_8"
"A8_Plate36","BLUD","36","None",2,"A8","5.0","25.0","0","0","Female","A",8,"Old",8,"No","A8_Time_post_injection_8"
"A9_Plate36","BLUD","36","None",2,"A9","5.0","25.0","0","0","Female","A",9,"Young",NA,"No","A9_Time_post_injection_NA"
"A10_Plate36","BLUD","36","None",2,"A10","5.0","25.0","0","0","Female","A",10,"Young",NA,"No","A10_Time_post_injection_NA"
"A11_Plate36","BLUD","36","None",2,"A11","5.0","25.0","0","0","Female","A",11,"Old",NA,"No","A11_Time_post_injection_NA"
"A12_Plate36","BLUD","36","None",2,"A12","5.0","25.0","0","0","Female","A",12,"Old",NA,"No","A12_Time_post_injection_NA"
"B1_Plate36","BLUD","36","None",2,"B1","5.0","25.0","9","0","Female","B",1,"Young",7,"Yes","B1_Time_post_injection_7"
"B2_Plate36","BLUD","36","None",2,"B2","5.0","25.0","16","0","Female","B",2,"Young",7,"Yes","B2_Time_post_injection_7"
"B3_Plate36","BLUD","36","None",2,"B3","5.0","25.0","6","0","Female","B",3,"Old",7,"Yes","B3_Time_post_injection_7"
"B4_Plate36","BLUD","36","None",2,"B4","5.0","25.0","23","0","Female","B",4,"Old",7,"Yes","B4_Time_post_injection_7"
"B5_Plate36","BLUD","36","None",2,"B5","5.0","25.0","26","0","Female","B",5,"Young",8,"Yes","B5_Time_post_injection_8"
"B6_Plate36","BLUD","36","None",2,"B6","5.0","25.0","30","0","Female","B",6,"Young",8,"Yes","B6_Time_post_injection_8"
"B7_Plate36","BLUD","36","None",2,"B7","5.0","25.0","6","0","Female","B",7,"Old",8,"Yes","B7_Time_post_injection_8"
"B8_Plate36","BLUD","36","None",2,"B8","5.0","25.0","0","0","Female","B",8,"Old",8,"No","B8_Time_post_injection_8"
"B9_Plate36","BLUD","36","None",2,"B9","5.0","25.0","0","0","Female","B",9,"Young",NA,"No","B9_Time_post_injection_NA"
"B10_Plate36","BLUD","36","None",2,"B10","5.0","25.0","0","0","Female","B",10,"Young",NA,"No","B10_Time_post_injection_NA"
"B11_Plate36","BLUD","36","None",2,"B11","5.0","25.0","0","0","Female","B",11,"Old",NA,"No","B11_Time_post_injection_NA"
"B12_Plate36","BLUD","36","None",2,"B12","5.0","25.0","0","0","Female","B",12,"Old",NA,"No","B12_Time_post_injection_NA"
"C1_Plate36","BLUD","36","None",2,"C1","5.0","25.0","5","0","Female","C",1,"Young",7,"Yes","C1_Time_post_injection_7"
"C2_Plate36","BLUD","36","None",2,"C2","5.0","25.0","21","0","Female","C",2,"Young",7,"Yes","C2_Time_post_injection_7"
"C3_Plate36","BLUD","36","None",2,"C3","5.0","25.0","11","0","Female","C",3,"Old",7,"Yes","C3_Time_post_injection_7"
"C4_Plate36","BLUD","36","None",2,"C4","5.0","25.0","19","0","Female","C",4,"Old",7,"Yes","C4_Time_post_injection_7"
"C5_Plate36","BLUD","36","None",2,"C5","5.0","25.0","13","0","Female","C",5,"Young",8,"Yes","C5_Time_post_injection_8"
"C6_Plate36","BLUD","36","None",2,"C6","5.0","25.0","22","0","Female","C",6,"Young",8,"Yes","C6_Time_post_injection_8"
"C7_Plate36","BLUD","36","None",2,"C7","5.0","25.0","18","0","Female","C",7,"Old",8,"Yes","C7_Time_post_injection_8"
"C8_Plate36","BLUD","36","None",2,"C8","5.0","25.0","0","0","Female","C",8,"Old",8,"No","C8_Time_post_injection_8"
"C9_Plate36","BLUD","36","None",2,"C9","5.0","25.0","0","0","Female","C",9,"Young",NA,"No","C9_Time_post_injection_NA"
"C10_Plate36","BLUD","36","None",2,"C10","5.0","25.0","0","0","Female","C",10,"Young",NA,"No","C10_Time_post_injection_NA"
"C11_Plate36","BLUD","36","None",2,"C11","5.0","25.0","0","0","Female","C",11,"Old",NA,"No","C11_Time_post_injection_NA"
"C12_Plate36","BLUD","36","None",2,"C12","5.0","25.0","0","0","Female","C",12,"Old",NA,"No","C12_Time_post_injection_NA"
"D1_Plate36","BLUD","36","None",2,"D1","5.0","25.0","12","0","Female","D",1,"Young",7,"Yes","D1_Time_post_injection_7"
"D2_Plate36","BLUD","36","None",2,"D2","5.0","25.0","24","0","Female","D",2,"Young",7,"Yes","D2_Time_post_injection_7"
"D3_Plate36","BLUD","36","None",2,"D3","5.0","25.0","45","0","Female","D",3,"Old",7,"Yes","D3_Time_post_injection_7"
"D4_Plate36","BLUD","36","None",2,"D4","5.0","25.0","19","0","Female","D",4,"Old",7,"Yes","D4_Time_post_injection_7"
"D5_Plate36","BLUD","36","None",2,"D5","5.0","25.0","16","0","Female","D",5,"Young",8,"Yes","D5_Time_post_injection_8"
"D6_Plate36","BLUD","36","None",2,"D6","5.0","25.0","20","0","Female","D",6,"Young",8,"Yes","D6_Time_post_injection_8"
"D7_Plate36","BLUD","36","None",2,"D7","5.0","25.0","22","0","Female","D",7,"Old",8,"Yes","D7_Time_post_injection_8"
"D8_Plate36","BLUD","36","None",2,"D8","5.0","25.0","0","0","Female","D",8,"Old",8,"No","D8_Time_post_injection_8"
"D9_Plate36","BLUD","36","None",2,"D9","5.0","25.0","0","0","Female","D",9,"Young",NA,"No","D9_Time_post_injection_NA"
"D10_Plate36","BLUD","36","None",2,"D10","5.0","25.0","0","0","Female","D",10,"Young",NA,"No","D10_Time_post_injection_NA"
"D11_Plate36","BLUD","36","None",2,"D11","5.0","25.0","0","0","Female","D",11,"Old",NA,"No","D11_Time_post_injection_NA"
"D12_Plate36","BLUD","36","None",2,"D12","5.0","25.0","0","0","Female","D",12,"Old",NA,"No","D12_Time_post_injection_NA"
"E1_Plate36","BLUD","36","None",2,"E1","5.0","25.0","13","0","Male","E",1,"Young",7,"Yes","E1_Time_post_injection_7"
"E2_Plate36","BLUD","36","None",2,"E2","5.0","25.0","0","1","Male","E",2,"Young",7,"Yes","E2_Time_post_injection_7"
"E3_Plate36","BLUD","36","None",2,"E3","5.0","25.0","5","0","Male","E",3,"Old",7,"Yes","E3_Time_post_injection_7"
"E4_Plate36","BLUD","36","None",2,"E4","5.0","25.0","18","0","Male","E",4,"Old",7,"Yes","E4_Time_post_injection_7"
"E5_Plate36","BLUD","36","None",2,"E5","5.0","25.0","0","1","Male","E",5,"Young",8,"Yes","E5_Time_post_injection_8"
"E6_Plate36","BLUD","36","None",2,"E6","5.0","25.0","39","0","Male","E",6,"Young",8,"Yes","E6_Time_post_injection_8"
"E7_Plate36","BLUD","36","None",2,"E7","5.0","25.0","27","0","Male","E",7,"Old",8,"Yes","E7_Time_post_injection_8"
"E8_Plate36","BLUD","36","None",2,"E8","5.0","25.0","0","0","Male","E",8,"Old",8,"No","E8_Time_post_injection_8"
"E9_Plate36","BLUD","36","None",2,"E9","5.0","25.0","0","0","Male","E",9,"Young",NA,"No","E9_Time_post_injection_NA"
"E10_Plate36","BLUD","36","None",2,"E10","5.0","25.0","0","0","Male","E",10,"Young",NA,"No","E10_Time_post_injection_NA"
"E11_Plate36","BLUD","36","None",2,"E11","5.0","25.0","0","0","Male","E",11,"Old",NA,"No","E11_Time_post_injection_NA"
"E12_Plate36","BLUD","36","None",2,"E12","5.0","25.0","0","0","Male","E",12,"Old",NA,"No","E12_Time_post_injection_NA"
"F1_Plate36","BLUD","36","None",2,"F1","5.0","25.0","11","0","Male","F",1,"Young",7,"Yes","F1_Time_post_injection_7"
"F2_Plate36","BLUD","36","None",2,"F2","5.0","25.0","23","0","Male","F",2,"Young",7,"Yes","F2_Time_post_injection_7"
"F3_Plate36","BLUD","36","None",2,"F3","5.0","25.0","32","0","Male","F",3,"Old",7,"Yes","F3_Time_post_injection_7"
"F4_Plate36","BLUD","36","None",2,"F4","5.0","25.0","26","0","Male","F",4,"Old",7,"Yes","F4_Time_post_injection_7"
"F5_Plate36","BLUD","36","None",2,"F5","5.0","25.0","58","0","Male","F",5,"Young",8,"Yes","F5_Time_post_injection_8"
"F6_Plate36","BLUD","36","None",2,"F6","5.0","25.0","Inf","0","Male","F",6,"Young",8,"Yes","F6_Time_post_injection_8"
"F7_Plate36","BLUD","36","None",2,"F7","5.0","25.0","30","0","Male","F",7,"Old",8,"Yes","F7_Time_post_injection_8"
"F8_Plate36","BLUD","36","None",2,"F8","5.0","25.0","0","0","Male","F",8,"Old",8,"No","F8_Time_post_injection_8"
"F9_Plate36","BLUD","36","None",2,"F9","5.0","25.0","0","0","Male","F",9,"Young",NA,"No","F9_Time_post_injection_NA"
"F10_Plate36","BLUD","36","None",2,"F10","5.0","25.0","0","0","Male","F",10,"Young",NA,"No","F10_Time_post_injection_NA"
"F11_Plate36","BLUD","36","None",2,"F11","5.0","25.0","0","0","Male","F",11,"Old",NA,"No","F11_Time_post_injection_NA"
"F12_Plate36","BLUD","36","None",2,"F12","5.0","25.0","0","0","Male","F",12,"Old",NA,"No","F12_Time_post_injection_NA"
"G1_Plate36","BLUD","36","None",2,"G1","5.0","25.0","15","0","Male","G",1,"Young",7,"Yes","G1_Time_post_injection_7"
"G2_Plate36","BLUD","36","None",2,"G2","5.0","25.0","0","1","Male","G",2,"Young",7,"Yes","G2_Time_post_injection_7"
"G3_Plate36","BLUD","36","None",2,"G3","5.0","25.0","13","0","Male","G",3,"Old",7,"Yes","G3_Time_post_injection_7"
"G4_Plate36","BLUD","36","None",2,"G4","5.0","25.0","23","0","Male","G",4,"Old",7,"Yes","G4_Time_post_injection_7"
"G5_Plate36","BLUD","36","None",2,"G5","5.0","25.0","20","0","Male","G",5,"Young",8,"Yes","G5_Time_post_injection_8"
"G6_Plate36","BLUD","36","None",2,"G6","5.0","25.0","29","0","Male","G",6,"Young",8,"Yes","G6_Time_post_injection_8"
"G7_Plate36","BLUD","36","None",2,"G7","5.0","25.0","28","0","Male","G",7,"Old",8,"Yes","G7_Time_post_injection_8"
"G8_Plate36","BLUD","36","None",2,"G8","5.0","25.0","0","0","Male","G",8,"Old",8,"No","G8_Time_post_injection_8"
"G9_Plate36","BLUD","36","None",2,"G9","5.0","25.0","0","0","Male","G",9,"Young",NA,"No","G9_Time_post_injection_NA"
"G10_Plate36","BLUD","36","None",2,"G10","5.0","25.0","0","0","Male","G",10,"Young",NA,"No","G10_Time_post_injection_NA"
"G11_Plate36","BLUD","36","None",2,"G11","5.0","25.0","0","0","Male","G",11,"Old",NA,"No","G11_Time_post_injection_NA"
"G12_Plate36","BLUD","36","None",2,"G12","5.0","25.0","0","0","Male","G",12,"Old",NA,"No","G12_Time_post_injection_NA"
"H1_Plate36","BLUD","36","None",2,"H1","5.0","25.0","18","0","Male","H",1,"Young",7,"Yes","H1_Time_post_injection_7"
"H2_Plate36","BLUD","36","None",2,"H2","5.0","25.0","19","0","Male","H",2,"Young",7,"Yes","H2_Time_post_injection_7"
"H3_Plate36","BLUD","36","None",2,"H3","5.0","25.0","9","0","Male","H",3,"Old",7,"Yes","H3_Time_post_injection_7"
"H4_Plate36","BLUD","36","None",2,"H4","5.0","25.0","17","0","Male","H",4,"Old",7,"Yes","H4_Time_post_injection_7"
"H5_Plate36","BLUD","36","None",2,"H5","5.0","25.0","23","0","Male","H",5,"Young",8,"Yes","H5_Time_post_injection_8"
"H6_Plate36","BLUD","36","None",2,"H6","5.0","25.0","25","0","Male","H",6,"Young",8,"Yes","H6_Time_post_injection_8"
"H7_Plate36","BLUD","36","None",2,"H7","5.0","25.0","22","0","Male","H",7,"Old",8,"Yes","H7_Time_post_injection_8"
"H8_Plate36","BLUD","36","None",2,"H8","5.0","25.0","0","0","Male","H",8,"Old",8,"No","H8_Time_post_injection_8"
"H9_Plate36","BLUD","36","None",2,"H9","5.0","25.0","0","0","Male","H",9,"Young",NA,"No","H9_Time_post_injection_NA"
"H10_Plate36","BLUD","36","None",2,"H10","5.0","25.0","0","0","Male","H",10,"Young",NA,"No","H10_Time_post_injection_NA"
"H11_Plate36","BLUD","36","None",2,"H11","5.0","25.0","0","0","Male","H",11,"Old",NA,"No","H11_Time_post_injection_NA"
"H12_Plate36","BLUD","36","None",2,"H12","5.0","25.0","0","0","Male","H",12,"Old",NA,"No","H12_Time_post_injection_NA"
"A1_Plate33","BLUD","33","None",1,"A1","5.0","5.0","4","0","Female","A",1,"Young",7,"Yes","A1_Time_post_injection_7"
"A2_Plate33","BLUD","33","None",1,"A2","5.0","5.0","55","0","Female","A",2,"Young",7,"Yes","A2_Time_post_injection_7"
"A3_Plate33","BLUD","33","None",1,"A3","5.0","5.0","45","0","Female","A",3,"Old",7,"Yes","A3_Time_post_injection_7"
"A4_Plate33","BLUD","33","None",1,"A4","5.0","5.0","54","0","Female","A",4,"Old",7,"Yes","A4_Time_post_injection_7"
"A5_Plate33","BLUD","33","None",1,"A5","5.0","5.0","Inf","0","Female","A",5,"Young",8,"Yes","A5_Time_post_injection_8"
"A6_Plate33","BLUD","33","None",1,"A6","5.0","5.0","Inf","0","Female","A",6,"Young",8,"Yes","A6_Time_post_injection_8"
"A7_Plate33","BLUD","33","None",1,"A7","5.0","5.0","59","0","Female","A",7,"Old",8,"Yes","A7_Time_post_injection_8"
"A8_Plate33","BLUD","33","None",1,"A8","5.0","5.0","0","0","Female","A",8,"Old",8,"No","A8_Time_post_injection_8"
"A9_Plate33","BLUD","33","None",1,"A9","5.0","5.0","0","0","Female","A",9,"Young",NA,"No","A9_Time_post_injection_NA"
"A10_Plate33","BLUD","33","None",1,"A10","5.0","5.0","0","0","Female","A",10,"Young",NA,"No","A10_Time_post_injection_NA"
"A11_Plate33","BLUD","33","None",1,"A11","5.0","5.0","0","0","Female","A",11,"Old",NA,"No","A11_Time_post_injection_NA"
"A12_Plate33","BLUD","33","None",1,"A12","5.0","5.0","0","0","Female","A",12,"Old",NA,"No","A12_Time_post_injection_NA"
"B1_Plate33","BLUD","33","None",1,"B1","5.0","5.0","37","0","Female","B",1,"Young",7,"Yes","B1_Time_post_injection_7"
"B2_Plate33","BLUD","33","None",1,"B2","5.0","5.0","55","0","Female","B",2,"Young",7,"Yes","B2_Time_post_injection_7"
"B3_Plate33","BLUD","33","None",1,"B3","5.0","5.0","39","0","Female","B",3,"Old",7,"Yes","B3_Time_post_injection_7"
"B4_Plate33","BLUD","33","None",1,"B4","5.0","5.0","51","0","Female","B",4,"Old",7,"Yes","B4_Time_post_injection_7"
"B5_Plate33","BLUD","33","None",1,"B5","5.0","5.0","Inf","0","Female","B",5,"Young",8,"Yes","B5_Time_post_injection_8"
"B6_Plate33","BLUD","33","None",1,"B6","5.0","5.0","Inf","0","Female","B",6,"Young",8,"Yes","B6_Time_post_injection_8"
"B7_Plate33","BLUD","33","None",1,"B7","5.0","5.0","25","0","Female","B",7,"Old",8,"Yes","B7_Time_post_injection_8"
"B8_Plate33","BLUD","33","None",1,"B8","5.0","5.0","0","0","Female","B",8,"Old",8,"No","B8_Time_post_injection_8"
"B9_Plate33","BLUD","33","None",1,"B9","5.0","5.0","0","0","Female","B",9,"Young",NA,"No","B9_Time_post_injection_NA"
"B10_Plate33","BLUD","33","None",1,"B10","5.0","5.0","0","0","Female","B",10,"Young",NA,"No","B10_Time_post_injection_NA"
"B11_Plate33","BLUD","33","None",1,"B11","5.0","5.0","0","0","Female","B",11,"Old",NA,"No","B11_Time_post_injection_NA"
"B12_Plate33","BLUD","33","None",1,"B12","5.0","5.0","0","0","Female","B",12,"Old",NA,"No","B12_Time_post_injection_NA"
"C1_Plate33","BLUD","33","None",1,"C1","5.0","5.0","22","0","Female","C",1,"Young",7,"Yes","C1_Time_post_injection_7"
"C2_Plate33","BLUD","33","None",1,"C2","5.0","5.0","64","0","Female","C",2,"Young",7,"Yes","C2_Time_post_injection_7"
"C3_Plate33","BLUD","33","None",1,"C3","5.0","5.0","54","0","Female","C",3,"Old",7,"Yes","C3_Time_post_injection_7"
"C4_Plate33","BLUD","33","None",1,"C4","5.0","5.0","Inf","0","Female","C",4,"Old",7,"Yes","C4_Time_post_injection_7"
"C5_Plate33","BLUD","33","None",1,"C5","5.0","5.0","51","0","Female","C",5,"Young",8,"Yes","C5_Time_post_injection_8"
"C6_Plate33","BLUD","33","None",1,"C6","5.0","5.0","Inf","0","Female","C",6,"Young",8,"Yes","C6_Time_post_injection_8"
"C7_Plate33","BLUD","33","None",1,"C7","5.0","5.0","Inf","0","Female","C",7,"Old",8,"Yes","C7_Time_post_injection_8"
"C8_Plate33","BLUD","33","None",1,"C8","5.0","5.0","0","0","Female","C",8,"Old",8,"No","C8_Time_post_injection_8"
"C9_Plate33","BLUD","33","None",1,"C9","5.0","5.0","0","0","Female","C",9,"Young",NA,"No","C9_Time_post_injection_NA"
"C10_Plate33","BLUD","33","None",1,"C10","5.0","5.0","0","0","Female","C",10,"Young",NA,"No","C10_Time_post_injection_NA"
"C11_Plate33","BLUD","33","None",1,"C11","5.0","5.0","0","0","Female","C",11,"Old",NA,"No","C11_Time_post_injection_NA"
"C12_Plate33","BLUD","33","None",1,"C12","5.0","5.0","0","0","Female","C",12,"Old",NA,"No","C12_Time_post_injection_NA"
"D1_Plate33","BLUD","33","None",1,"D1","5.0","5.0","35","0","Female","D",1,"Young",7,"Yes","D1_Time_post_injection_7"
"D2_Plate33","BLUD","33","None",1,"D2","5.0","5.0","57","0","Female","D",2,"Young",7,"Yes","D2_Time_post_injection_7"
"D3_Plate33","BLUD","33","None",1,"D3","5.0","5.0","Inf","0","Female","D",3,"Old",7,"Yes","D3_Time_post_injection_7"
"D4_Plate33","BLUD","33","None",1,"D4","5.0","5.0","51","0","Female","D",4,"Old",7,"Yes","D4_Time_post_injection_7"
"D5_Plate33","BLUD","33","None",1,"D5","5.0","5.0","56","0","Female","D",5,"Young",8,"Yes","D5_Time_post_injection_8"
"D6_Plate33","BLUD","33","None",1,"D6","5.0","5.0","Inf","0","Female","D",6,"Young",8,"Yes","D6_Time_post_injection_8"
"D7_Plate33","BLUD","33","None",1,"D7","5.0","5.0","Inf","0","Female","D",7,"Old",8,"Yes","D7_Time_post_injection_8"
"D8_Plate33","BLUD","33","None",1,"D8","5.0","5.0","0","0","Female","D",8,"Old",8,"No","D8_Time_post_injection_8"
"D9_Plate33","BLUD","33","None",1,"D9","5.0","5.0","0","0","Female","D",9,"Young",NA,"No","D9_Time_post_injection_NA"
"D10_Plate33","BLUD","33","None",1,"D10","5.0","5.0","0","0","Female","D",10,"Young",NA,"No","D10_Time_post_injection_NA"
"D11_Plate33","BLUD","33","None",1,"D11","5.0","5.0","0","0","Female","D",11,"Old",NA,"No","D11_Time_post_injection_NA"
"D12_Plate33","BLUD","33","None",1,"D12","5.0","5.0","0","0","Female","D",12,"Old",NA,"No","D12_Time_post_injection_NA"
"E1_Plate33","BLUD","33","None",1,"E1","5.0","5.0","48","0","Male","E",1,"Young",7,"Yes","E1_Time_post_injection_7"
"E2_Plate33","BLUD","33","None",1,"E2","5.0","5.0","0","1","Male","E",2,"Young",7,"Yes","E2_Time_post_injection_7"
"E3_Plate33","BLUD","33","None",1,"E3","5.0","5.0","6","0","Male","E",3,"Old",7,"Yes","E3_Time_post_injection_7"
"E4_Plate33","BLUD","33","None",1,"E4","5.0","5.0","64","0","Male","E",4,"Old",7,"Yes","E4_Time_post_injection_7"
"E5_Plate33","BLUD","33","None",1,"E5","5.0","5.0","0","1","Male","E",5,"Young",8,"Yes","E5_Time_post_injection_8"
"E6_Plate33","BLUD","33","None",1,"E6","5.0","5.0","Inf","0","Male","E",6,"Young",8,"Yes","E6_Time_post_injection_8"
"E7_Plate33","BLUD","33","None",1,"E7","5.0","5.0","Inf","0","Male","E",7,"Old",8,"Yes","E7_Time_post_injection_8"
"E8_Plate33","BLUD","33","None",1,"E8","5.0","5.0","0","0","Male","E",8,"Old",8,"No","E8_Time_post_injection_8"
"E9_Plate33","BLUD","33","None",1,"E9","5.0","5.0","0","0","Male","E",9,"Young",NA,"No","E9_Time_post_injection_NA"
"E10_Plate33","BLUD","33","None",1,"E10","5.0","5.0","0","0","Male","E",10,"Young",NA,"No","E10_Time_post_injection_NA"
"E11_Plate33","BLUD","33","None",1,"E11","5.0","5.0","0","0","Male","E",11,"Old",NA,"No","E11_Time_post_injection_NA"
"E12_Plate33","BLUD","33","None",1,"E12","5.0","5.0","0","0","Male","E",12,"Old",NA,"No","E12_Time_post_injection_NA"
"F1_Plate33","BLUD","33","None",1,"F1","5.0","5.0","38","0","Male","F",1,"Young",7,"Yes","F1_Time_post_injection_7"
"F2_Plate33","BLUD","33","None",1,"F2","5.0","5.0","65","0","Male","F",2,"Young",7,"Yes","F2_Time_post_injection_7"
"F3_Plate33","BLUD","33","None",1,"F3","5.0","5.0","Inf","0","Male","F",3,"Old",7,"Yes","F3_Time_post_injection_7"
"F4_Plate33","BLUD","33","None",1,"F4","5.0","5.0","Inf","0","Male","F",4,"Old",7,"Yes","F4_Time_post_injection_7"
"F5_Plate33","BLUD","33","None",1,"F5","5.0","5.0","Inf","0","Male","F",5,"Young",8,"Yes","F5_Time_post_injection_8"
"F6_Plate33","BLUD","33","None",1,"F6","5.0","5.0","Inf","0","Male","F",6,"Young",8,"Yes","F6_Time_post_injection_8"
"F7_Plate33","BLUD","33","None",1,"F7","5.0","5.0","Inf","0","Male","F",7,"Old",8,"Yes","F7_Time_post_injection_8"
"F8_Plate33","BLUD","33","None",1,"F8","5.0","5.0","0","0","Male","F",8,"Old",8,"No","F8_Time_post_injection_8"
"F9_Plate33","BLUD","33","None",1,"F9","5.0","5.0","0","0","Male","F",9,"Young",NA,"No","F9_Time_post_injection_NA"
"F10_Plate33","BLUD","33","None",1,"F10","5.0","5.0","0","0","Male","F",10,"Young",NA,"No","F10_Time_post_injection_NA"
"F11_Plate33","BLUD","33","None",1,"F11","5.0","5.0","0","0","Male","F",11,"Old",NA,"No","F11_Time_post_injection_NA"
"F12_Plate33","BLUD","33","None",1,"F12","5.0","5.0","0","0","Male","F",12,"Old",NA,"No","F12_Time_post_injection_NA"
"G1_Plate33","BLUD","33","None",1,"G1","5.0","5.0","45","0","Male","G",1,"Young",7,"Yes","G1_Time_post_injection_7"
"G2_Plate33","BLUD","33","None",1,"G2","5.0","5.0","0","1","Male","G",2,"Young",7,"Yes","G2_Time_post_injection_7"
